,zipcode,median_household_income,majority_num_contams,mean_num_contams,median_num_contams,num_served,num_contams_exceeding_guidelines,util_name
251,21213,44121.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
252,21214,73308.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
253,21215,42357.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
254,21216,42906.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
255,21217,34884.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
256,21218,56250.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
257,21219,101172.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
258,21220,72724.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
259,21221,60477.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
260,21222,56940.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
261,21223,31947.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
262,21224,80984.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
263,21225,43707.0,9,5.4,5.0,2050826,"[9, 5, 3, 5, 5]","['City of Baltimore', 'Glen Burnie-Broadneck', 'Crofton-Odenton', 'Fort George G. Meade', 'City of Annapolis']"
264,21226,67064.0,9,5.4,5.0,2050826,"[9, 5, 3, 5, 5]","['City of Baltimore', 'Glen Burnie-Broadneck', 'Crofton-Odenton', 'Fort George G. Meade', 'City of Annapolis']"
265,21227,71213.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
266,21228,93792.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
267,21229,48725.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
268,21230,88962.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
269,21231,73089.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
270,21233,0.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
271,21234,73377.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
272,21236,81279.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
273,21237,80401.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
274,21239,57103.0,9,6.384615384615385,7.0,1603029,"[9, 4, 9, 4, 2, 4, 9, 8, 5, 6, 9, 7, 7]","['Apostolic Towers', 'Chapel Hill Nursing Center', 'City of Baltimore', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Keswick Multi-care Center', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'The Neighborhoods At St. Elizabeth', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
275,21240,0.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
276,21244,72999.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
277,21250,0.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
278,21251,0.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
279,21252,0.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
280,21285,0.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
281,21286,89417.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
282,21287,0.0,9,9.0,9.0,1600937,"[9, 9, 9, 9]","['Apostolic Towers', 'City of Baltimore', 'Keswick Multi-care Center', 'The Neighborhoods At St. Elizabeth']"
283,21401,112599.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
284,21402,66534.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
285,21403,98684.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
286,21405,138750.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
287,21409,130816.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
288,21502,53122.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
289,21520,57128.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
290,21521,54286.0,7,9.2,9.0,51742,"[7, 9, 9, 12, 9]","['City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Midland-lonaconing', 'Lavale Sanitary Commission']"
291,21523,17066.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
292,21524,56736.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
293,21529,47120.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
294,21530,57143.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
295,21531,40438.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
296,21532,50349.0,7,9.2,9.0,51742,"[7, 9, 9, 12, 9]","['City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Midland-lonaconing', 'Lavale Sanitary Commission']"
297,21536,60268.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
298,21538,97619.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
299,21539,51442.0,7,9.2,9.0,51742,"[7, 9, 9, 12, 9]","['City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Midland-lonaconing', 'Lavale Sanitary Commission']"
300,21540,40750.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
301,21541,51813.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
302,21542,13889.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
303,21543,33750.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
304,21545,48654.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
305,21550,57778.0,3,4.117647058823529,4.0,9294,"[4, 7, 3, 2, 6, 1, 2, 5, 3, 7, 2, 6, 6, 3, 3, 6, 4]","['Backbone Mountain Boys Camp', 'Bloomington', 'Crellin', 'Gorman', 'Mchenry Water System', 'Meadow Mountain Boys Camp', 'Meadow Park Mobile Subdivision', 'Savage Mountain Boys Camp', 'Thayerville Water District', 'Town of Accident', 'Town of Deer Park', 'Town of Friendsville', 'Town of Grantsville', 'Town of Kitzmiller', 'Town of Mountain Lake Park', 'Town of Oakland', 'White Oak Mobile Home Park']"
306,21555,52083.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
307,21557,45093.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
308,21560,0.0,7,7.411764705882353,9.0,63234,"[1, 9, 9, 7, 9, 9, 5, 9, 9, 12, 1, 0, 5, 9, 12, 9, 11]","['Barrelville', 'Bel Air - Pinto Distribution System', 'Brophytown Distribution System', 'City of Cumberland', 'City of Frostburg', 'Eastern Region Allegany Distribution System', 'Green Ridge Boys Camp', 'Highland Estates Distribution System', 'Lavale Sanitary Commission', 'Midland-lonaconing', 'Midlothian Water Company', 'Reckley Spring Community Water', 'Rocky Gap Mobile Home Park', 'Southern Region Allegany Distribution System', 'Town of Luke / Newpage Luke Mill', 'Town of Westernport', 'Western Region Allegany Distribution System']"
